Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Developer,Rating
Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,78,7.5,"IronNos Co.,Ltd.",T
Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,79,8,DreamRift,E
Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,37,4.8,Neko Entertainment,T
Cel Damage,GC,2002,Racing,Electronic Arts,0.06,67,6.8,Pseudo Interactive,T
Backyard Hockey,DS,2007,Sports,Atari,0.06,,,Mistic Software,E
Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,0.06,,,,
Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013,Adventure,5pb,0.06,,,,
Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,Sega,0.06,,,,
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Namco Bandai Games,0.06,,,,
Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,0.06,,,,
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.06,74,4.4,EA DICE,T
The Pinball of the Dead,GBA,2002,Misc,Sega,0.06,79,,Sega,T
Growlanser IV: Over Reloaded,PSP,2011,Role-Playing,Atlus,0.06,,,,
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.06,59,4.2,Cattle Call,T
The King of Route 66,PS2,2003,Racing,Sega,0.06,57,,Sega,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.06,68,6.2,Ubisoft,T
Western Riding Academy,DS,2010,Simulation,Destineer,0.06,,,Snapdragon,E
Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,0.06,,,,
Intellivision Lives!,GC,2004,Misc,Crave Entertainment,0.06,,,,
Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,72,7.3,Tecmo,E
Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.06,55,,Psyonix,T
Panzer Tactics,DS,2007,Strategy,10TACLE Studios,0.06,,,,
Pro Yaky? Spirits 2013,PSV,2013,Sports,Konami Digital Entertainment,0.06,,,,
Robotica,SAT,1994,Shooter,Sega,0.06,,,,
Super Robot Wars OG: The Moon Dwellers,PS3,2016,Misc,Namco Bandai Games,0.06,,,,
Deathrow: Underground Team Combat,XB,2002,Sports,Ubisoft,0.06,,,,
The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.06,,,,
Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,0.06,,,,
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.06,32,5.8,Brainbox Games,M
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.06,,7,Vanillaware,T
R-Types,PS,1998,Shooter,Virgin Interactive,0.06,,,,
Star Fighter,PS,1995,Shooter,Telstar,0.06,,,,
Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,0.06,,,,
Assetto Corsa,PS4,2016,Racing,505 Games,0.06,73,6.2,Kunos Simulazioni,E
NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,65,5.4,Visual Concepts,E10+
Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,0.06,,,,
Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0.06,,,,
Dissidia: Final Fantasy Universal Tuning,PSP,2009,Fighting,Square Enix,0.06,,,,
Fast Food Panic,Wii,2009,Simulation,Nobilis,0.06,57,,MBA International,E
"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,0.06,57,7.9,THQ,T
Johnny Test,DS,2011,Platform,505 Games,0.06,,0.9,"505 Games, Sarbakan Inc.",E
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.06,60,5.8,Spike Chunsoft,T
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.06,76,7.7,Nadeo,E
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0.06,82,5.8,Konami,
Jewels of the Ages,DS,2011,Puzzle,City Interactive,0.06,,,City Interactive,E
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,0.06,,,,
The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007,Role-Playing,Falcom Corporation,0.06,,,,
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.06,83,8.3,"Spike Chunsoft, Chime",M
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,72,6.4,Amaze Entertainment,T
Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.06,67,8.6,Koei,T
Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,0.06,68,,Digital Eclipse,E
Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.06,65,8,Konami,E
Unchained Blades ,PSP,2011,Role-Playing,FuRyu,0.06,61,7.5,FuRyu,T
NHL Legacy,X360,2015,Action,Electronic Arts,0.06,,,,
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Namco Bandai Games,0.06,,,,
Santa Claus Is Comin' to Town!,DS,2011,Puzzle,Crave Entertainment,0.06,,,,
Disney Infinity 2.0: Marvel Super Heroes,PSV,2015,Action,Disney Interactive Studios,0.06,,,,
Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,66,,Compile Heart,E
Godzilla (2014),PS3,2014,Action,Namco Bandai Games,0.06,,,,
Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Namco Bandai Games,0.06,,,,
Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,35,4.7,Nikitova Games,E10+
LEGO Bionicle,GBA,2001,Platform,LEGO Media,0.06,,,Saffire,E
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Namco Bandai Games,0.06,,,,
Power Shovel,PS,2000,Action,JVC,0.06,,,,
Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,55,7.8,Racjin,E
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,0.06,,,,
My Pet Chimp,DS,2010,Simulation,505 Games,0.06,,,505 Games,E
Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.06,,4,Virtuos,E10+
Chrysler Classic Racing,Wii,2008,Racing,Zoo Games,0.06,40,,Extra Mile Studios,E
Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,0.06,,,Tommo,T
The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0.06,,,,
Steins;Gate,PS3,2012,Adventure,PQube,0.06,83,8.7,Nitro+,M
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.06,67,7.6,Gust,T
Strike Force Bowling,GC,2005,Sports,Crave Entertainment,0.06,47,,Crave,E
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.06,70,5.6,Gas Powered Games,E10+
Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0.06,68,7.9,Sandlot,T
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.06,68,7.8,Gust,E10+
Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,0.06,,,"Humongous Entertainment, Mistic Software",E
There,PS,2002,Simulation,Infogrames,0.06,,,,
Tokimeki no Houkago,PS,1998,Misc,Konami Digital Entertainment,0.06,,,,
Championship Surfer,PS,2000,Sports,Mattel Interactive,0.06,57,,Krome Studios,E
Zumba Fitness Core,Wii,2012,Misc,505 Games,0.06,,,Zoe Mode,E10+
Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0.06,,6.8,TT Games,E10+
Di-Gata Defenders,DS,2008,Role-Playing,Game Factory,0.06,,,Mystic Software,E
Monster Garage,XB,2004,Strategy,Activision Value,0.06,38,,Activision Value,T
ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.06,,,,
Akai Katana Shin,X360,2011,Shooter,Cave,0.06,,,,
A-Train: City Simulator,3DS,2014,Simulation,ArtDink,0.06,65,,Artdink,E10+
Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,0.06,55,,Tecmo,E
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,0.06,,,,
Mad Maestro!,PS2,2001,Misc,Eidos Interactive,0.06,,,,
Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,0.06,,,,
Biker Mice From Mars,PS2,2006,Racing,Game Factory,0.06,27,,Creat Studios,E10+
From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,59,8,Sonic Powered,E
Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0.06,,,Engine Software,E
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0.06,,,,
Sudoku Ball Detective,DS,2009,Puzzle,Playlogic Game Factory,0.06,54,,Whitebear,E10+
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.06,68,6.8,TT Games,E10+
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,76,7.9,WayForward,E
Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.06,79,6.9,Digital Mayhem,T
Steins;Gate,X360,2009,Adventure,5pb,0.06,,,,
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,Namco Bandai Games,0.06,,,,
Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,0.06,,,,
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.06,48,4.8,Nordic Games Publishing,E
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.06,76,8.8,Spike Chunsoft,T
Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0.06,,,,
Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,0.06,,8,Arc System Works,T
LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.06,80,7.8,Traveller's Tales,E10+
Alone in the Dark,PS2,2008,Adventure,Atari,0.06,47,5.4,Hydravision,M
Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.06,61,8,Mass Media,E
Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0.06,,,,
Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,0.06,,,,
Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.06,,,,
Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,0.06,,,,
Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,0.06,,,,
Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0.06,,,,
Backyard NFL Football '10,PS2,2009,Sports,Atari,0.06,,,,
DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.06,,,Activision,E
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.06,64,7.9,Sandlot,M
Legend of Kay,DS,2010,Action,JoWood Productions,0.06,,,Firehazard Studio,E
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.06,,,,
Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,0.06,,,,
Speed,Wii,2010,Racing,Unknown,0.06,,,Zoo Games,E
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0.06,,,,
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0.06,,,,
Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,0.06,,,,
KimiKiss,PS2,2006,Adventure,Enterbrain,0.06,,,,
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0.06,,,,
Cold Fear,XB,2005,Action,Ubisoft,0.06,71,7.6,Darkworks,M
Imagine: Gymnast,DS,2008,Simulation,Ubisoft,0.06,,,Ubisoft,E
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,0.06,,,,
Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,0.06,65,,Oxygen Interactive,E
Shining Force Feather,DS,2009,Strategy,Sega,0.06,,,,
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.06,60,6.7,Spiders,M
Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,0.06,,,Starfish SD,E
Attack on Titan (KOEI),PS3,2016,Action,Tecmo Koei,0.06,,,,
Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,,,Neko Entertainment,E
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,0.06,,,,
Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,,,1st Playable Productions,E
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,2014,Action,Namco Bandai Games,0.06,,,,
Theme Park,DS,2007,Simulation,Electronic Arts,0.06,72,7.6,EA Japan Studio,E
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.06,77,8.1,Headfirst Productions,M
The Great Escape,XB,2003,Action,SCi,0.06,55,,Pivotal Games,T
Blur,PC,2010,Racing,Activision,0.06,81,7.4,Bizarre Creations,E10+
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0.06,,,,
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0.06,75,7.9,Pendulo Studios,E10+
Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,0.06,,,,
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,0.06,,,,
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,0.06,,,,
PenPen TriIceLon,DC,1998,Racing,Infogrames,0.06,,,,
Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.06,55,,DC Studios,E
SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0.06,,,,
DropCast,DS,2008,Puzzle,THQ,0.06,66,,Mikoishi,E
Alien Syndrome,Wii,2007,Role-Playing,Sega,0.06,48,7.1,Totally Games,T
Vexx,GC,2003,Platform,Acclaim Entertainment,0.06,71,7.3,Acclaim,T
Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,0.06,,,Conspiracy Entertainment,E10+
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,0.06,,,,
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.06,,,,
Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,0.06,,,,
Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.06,63,,Ubisoft Montreal,T
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.06,65,7.6,"10tacle Studios, Fusionsphere Systems",T
EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,0.06,,7.4,Sony Online Entertainment,T
Unreal Tournament III,PC,2007,Shooter,Midway Games,0.06,83,8,Epic Games,M
Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.06,36,4.7,KCEO,E
Summon Night 6: Lost Borders,PSV,2016,Action,Namco Bandai Games,0.06,,,Media Vision,
Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,0.06,,,,
Chou Soujuu Mecha MG,DS,N/A,Simulation,N/A,0.06,,,,
Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0.06,,8.2,Konami,E
Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,0.06,65,,Longtail Studios,T
Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.06,66,8.6,Paradigm Entertainment,T
Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,61,7,Taito Corporation,E
Call of Duty 2,PC,2005,Shooter,Activision,0.06,86,8.4,Infinity Ward,T
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.06,78,8.2,Arkedo Studio,E
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Namco Bandai Games,0.06,,,,
Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,,,CokeM Interactive,E
Genkai Tokki: Moero Crystal,PSV,2015,Role-Playing,Compile Heart,0.06,,,,
Project Setsuna,PS4,2016,Role-Playing,Square Enix,0.06,,,,
Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.06,72,6.7,Croteam,M
Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0.06,,,,
Song of the Deep,XOne,2016,Action,Insomniac Games,0.06,66,6.9,Insomniac Games,E
JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,0.06,,,,
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.06,,5.7,Prope,E10+
The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,Nihon Falcom Corporation,0.06,,,,
MotoGP 10/11,X360,2011,Racing,Capcom,0.06,72,,Monumental Games,E
Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.06,51,,FUN Labs,T
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.06,66,5.3,Capcom Vancouver,M
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.06,64,8.1,SCEI,E
ICO,PS3,2011,Action,Sony Computer Entertainment,0.06,,7.4,Bluepoint Games,T
Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0.06,,,,
World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.06,,,Farmind Ltd,T
NBA Hangtime,PS,1996,Sports,Midway Games,0.06,,,,
Busy Scissors,DS,2010,Simulation,Little Orbit,0.06,,,Little Orbit,E
Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,0.06,,,,
D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,0.06,,,,
The Witcher,PC,2007,Role-Playing,Atari,0.06,81,8.8,CD Projekt Red Studio,M
Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,0.06,,,,
Bust-A-Move '99,N64,1998,Puzzle,Acclaim Entertainment,0.06,,,,
Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,0.06,,,,
Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.06,,,,
Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,0.06,,,,
Olympic Hockey 98,N64,1998,Sports,GT Interactive,0.06,,,,
CyberTiger,N64,2000,Sports,Electronic Arts,0.06,,,,
Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,0.06,,,,
Penny Racers,N64,1998,Racing,THQ,0.06,,,,
S.C.A.R.S,N64,1998,Racing,Ubisoft,0.06,,,,
Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0.06,66,,Cing,
Virtual Chess 64,N64,1998,Misc,Titus,0.06,,,,
Marvel Super Heroes,SAT,1997,Fighting,Capcom,0.06,,,,
Worms Blast,GC,2002,Puzzle,Ubisoft,0.06,65,,Team 17,E
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015,Role-Playing,Tecmo Koei,0.06,,8,Gust,T
Prinny: Can I Really Be The Hero? (US sales),PSP,N/A,Action,N/A,0.06,,,,
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.06,56,6.6,Creat Studios,T
Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,,7.2,Sensory Sweep,E
Smile PreCure! Let's Go! Marchen World,3DS,2012,Action,Namco Bandai Games,0.06,,,,
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0.06,80,8.7,GSC Game World,M
IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,0.06,36,,Bethesda Softworks,E
Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.06,,,David A. Palmer Productions,E
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015,Action,FuRyu,0.06,,,,
Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.06,70,,Artificial Mind and Movement,E
Rock Blast,DS,2008,Puzzle,UFO Interactive,0.06,,,UFO Interactive,E
I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,0.06,,,City Interactive,E
A New Beginning,PC,2010,Adventure,Deep Silver,0.06,,,,
World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,0.06,,,Midas Interactive Entertainment,E
Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,0.06,,,1st Playable Productions,E
Create,PC,2010,Action,Electronic Arts,0.06,54,6.8,EA Bright Light,E
MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive,0.06,70,,Konami,E
Combat Elite: WWII Paratroopers,PS2,N/A,Shooter,Unknown,0.06,54,,BattleBorne,T
Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0.06,,,,
Killer Loop,PS,1999,Racing,Crave Entertainment,0.06,,,,
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,,4,FUN Labs,T
Little League World Series Baseball 2008,DS,2008,Sports,Activision,0.06,61,,Black Lantern Studios,E
Worldwide Soccer,SAT,1994,Sports,Sega,0.06,,,,
Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,0.06,,,,
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.06,,3.1,Robomodo,T
Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,0.06,33,,Nikitova Games,E10+
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.06,58,8.5,Pyro Studios,T
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.06,57,8.6,Capcom,T
Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.06,,,Destination Software,E
Rapala Pro Fishing,GBA,2004,Sports,Zoo Digital Publishing,0.06,,,Torus Games,E
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.06,67,5.9,Arc System Works,T
Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0.06,,,,
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Misc,Rocket Company,0.06,,,,
Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.06,52,7.4,Platinum Egg,T
Pop Cutie! Street Fashion Simulation,DS,2008,Simulation,Tecmo Koei,0.06,,,,
Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,0.06,,,Visual Impact,E
Culdcept Revolt,3DS,2016,Strategy,Nintendo,0.06,,,,
Devil's Third,WiiU,2015,Action,Nintendo,0.06,43,6.5,Valhalla Game Studios,M
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,Irem Software Engineering,0.06,,,,
World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,Konami Digital Entertainment,0.06,,,,
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.06,63,7,Quicksilver Software,E
Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,0.06,44,2.5,Art,E
Winning Post 4 Maximum,PS2,2000,Sports,Tecmo Koei,0.06,,,,
Xiaolin Showdown,PSP,2006,Action,Konami Digital Entertainment,0.06,59,,BottleRocket Entertainment,E10+
Exhibition Volume 5,XB,2004,Misc,Microsoft Game Studios,0.06,,,,
Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0.06,,,,
Pro Yakyuu Netsu Star 2007,PS2,2007,Sports,Namco Bandai Games,0.06,,,,
Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,0.06,,,,
Klonoa Beach Volleyball,PS,2002,Sports,Namco Bandai Games,0.06,,,,
Melty Blood: Actress Again,PS2,2009,Fighting,Ecole,0.06,,,,
Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,Namco Bandai Games,0.06,,,,
3D Lemmings,PS,1995,Puzzle,Psygnosis,0.06,,,,
Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,Action,D3Publisher,0.06,,,,
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,0.06,80,7.8,Revolution Software,T
Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,0.06,62,8.5,Nex Entertainment,M
Corpse Party: Back to School Edition,3DS,2016,Adventure,Xseed Games,0.06,,,,
Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,0.06,,,,
Kelly Slater's Pro Surfer,GC,2002,Sports,Activision,0.06,80,,Treyarch,E
I Am In The Movie,PSP,2012,Simulation,Namco Bandai Games,0.06,,,,
Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios,0.06,,8,Blue Fang Games,E
Trapt,PS2,2005,Action,Tecmo Koei,0.06,60,7.9,Paon Corporation,M
Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.06,44,,Cat Daddy Games,T
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0.06,68,7.8,Marvelous Inc.,T
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,0.06,,,Behaviour Interactive,E10+
Metal Max 4: Gekkou no Diva,3DS,2013,Role-Playing,Kadokawa Shoten,0.06,,,,
Magi: Aratanaru Sekai,3DS,2014,Role-Playing,Namco Bandai Games,0.06,,,,
Worms 3D,XB,2003,Strategy,Sega,0.06,69,8.4,Team 17,T
Playmobil Knights,DS,2009,Action,Mindscape,0.06,,,Dreamcatcher,E
MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.06,,,,
PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,0.06,66,7.4,G-Artists,E
Dragon Rage,PS2,2001,Shooter,3DO,0.06,50,6.4,3DO,T
Theresia...,DS,2008,Adventure,Arc System Works,0.06,61,8,WorkJam,M
Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0.06,71,6.9,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,0.06,,,,
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0.06,58,7.5,WayForward,E10+
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.06,58,7,Konami,E
Raw Danger! (JP sales),PS2,2006,Action,505 Games,0.06,,,,
Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,0.06,,,,
Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.06,29,3.3,Red Tribe,T
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,0.06,,,,
Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0.06,,,,
pro evolution soccer 2011,PC,2010,Sports,Konami Digital Entertainment,0.06,79,,Konami,
Backyard Skateboarding 2006,GBA,2004,Sports,Atari,0.06,,,,
Syndicate,PC,1992,Strategy,Electronic Arts,0.06,,,,
